Title,Course Id,Type,Completion Status,Start Date,Completed Date,Length,Length Unit,Attempts
RubberHose Animation with After Effects,LINKEDINLEARNING_40047,Online Course,Completed,9/5/2019,9/5/2019,0,Seconds,1
Invoicing customers in Dynamics 365 Business Central,6888012c-4499-451a-b942-c44cacc66e74,Online Course,Completed,9/4/2019,9/4/2019,3900,Seconds,1
Monitor and troubleshoot your end-to-end Azure network infrastructure by using network monitoring tools,ffad8d6b-06bf-400d-9e93-b088b9ff91bf,Online Course,Completed,9/4/2019,9/4/2019,3720,Seconds,1
Build a scalable application with Virtual Machine Scale Sets,bd6b33b5-c527-44d0-9340-64a11444e32d,Online Course,Completed,,9/3/2019,3720,Seconds,1
IT Service Desk: Monitoring and Metrics Fundamentals,777392,Online Course,Completed,9/3/2019,9/3/2019,3532,Seconds,1
Make your application storage highly available with read-access geo-redundant storage,13979a21-ea17-4093-9a29-bc00a077b770,Online Course,Completed,,9/3/2019,2040,Seconds,1
Suggest vendor payments in Dynamics 365 Business Central,e68ea88f-e6e4-45ab-99dd-ea768217fb4c,Online Course,Completed,9/3/2019,9/3/2019,2040,Seconds,1
Use checks to pay vendors in Dynamics 365 Business Central,dbf4e804-ccb0-42d9-ab2d-4431852277c3,Online Course,Completed,9/3/2019,9/3/2019,1800,Seconds,1
Winning Back a Lost Customer,2804059,Online Course,Completed,9/3/2019,9/3/2019,1683,Seconds,1
A3 Problem Solving for Continuous Improvement,2801188,Online Course,Completed,9/1/2019,9/1/2019,3317,Seconds,1
From Graph to Knowledge Graph � Algorithms and Applications,EDX_28042,Online Course,Completed,8/31/2019,8/31/2019,0,Seconds,1
Introduction to Kubernetes,EDX_47014,Online Course,Completed,8/31/2019,8/31/2019,0,Seconds,1
Quantum Machine Learning,EDX_43661,Online Course,Completed,8/31/2019,8/31/2019,0,Seconds,1
Running a Design Business: Writing and Pricing Winning Proposals,2800332,Online Course,Completed,8/31/2019,8/31/2019,3059,Seconds,1
Understanding the Architectural Design Process,5028631,Online Course,Completed,8/31/2019,8/31/2019,1868,Seconds,1
Allocate costs in Dynamics 365 Business Central,16b4982c-1ab1-4e70-9181-e370f3807adb,Online Course,Completed,8/30/2019,8/30/2019,3600,Seconds,1
Complex Project Tips and Tricks,2806962,Online Course,Completed,8/30/2019,8/30/2019,794,Seconds,1
Create financial reports in Microsoft Dynamics 365 Business Central,e7e7f0dd-861c-42cf-89d5-dde7541b13d0,Online Course,Completed,8/30/2019,8/30/2019,10560,Seconds,1
Enter payments in the cash receipt journal and the payment journal in Dynamics 365 Business Central,f63d774d-1b97-4354-af42-4849f841f1b1,Online Course,Completed,8/30/2019,8/30/2019,4200,Seconds,1
Manage and control traffic flow in your Azure deployment with routes,8214b2d5-6982-4e12-9907-a2dcb6d8f7d8,Online Course,Completed,8/30/2019,8/30/2019,3000,Seconds,1
Protect your virtual machines by using Azure Backup,dc933cc2-6048-4886-b477-af59c60f130c,Online Course,Completed,8/30/2019,8/30/2019,2100,Seconds,1
Use cost accounting in Microsoft Dynamics 365 Business Central,e71c8b8c-c913-4aae-9864-64ba85adf708,Online Course,Completed,8/30/2019,8/30/2019,10980,Seconds,1
Advanced Product Marketing,5038215,Online Course,Completed,8/27/2019,8/28/2019,2436,Seconds,1
Create cost accounting master data in Dynamics 365 Business Central,f358a80f-0d02-49e8-8deb-2f429d4eed09,Online Course,Completed,8/27/2019,8/27/2019,3180,Seconds,1
Transfer general ledger entries to cost accounting in Dynamics 365 Business Central,f83b8e4f-c93c-4fe1-8140-1a7bcfa9a0f6,Online Course,Completed,8/27/2019,8/27/2019,1440,Seconds,1
Creating a Product-Centric Organization,786355,Online Course,Completed,8/24/2019,8/24/2019,3004,Seconds,1
Creating a Product-Centric Organization,LINKEDINLEARNING_43037,Online Course,Completed,8/24/2019,8/24/2019,0,Seconds,1
Delivery Tips for Speaking in Public,2805116,Online Course,Completed,8/24/2019,8/24/2019,1874,Seconds,1
Navigating Politics as a Senior Leader,2811020,Online Course,Completed,8/24/2019,8/24/2019,1909,Seconds,1
Sanyin Siang on Strategic Mentoring,2809356,Online Course,Completed,8/24/2019,8/24/2019,569,Seconds,1
Cisco ICND2 Cert Prep: WAN Technologies,LINKEDINLEARNING_45185,Online Course,Completed,8/23/2019,8/23/2019,0,Seconds,1
Forecast your cash flow in Dynamics 365 Business Central,257c0afa-cd54-4117-8d4e-61d0878598c7,Online Course,Completed,8/23/2019,8/23/2019,2640,Seconds,1
Salesforce: Einstein Analytics,LINKEDINLEARNING_28135,Online Course,Completed,8/23/2019,8/23/2019,0,Seconds,1
Secure a .NET web app with the ASP.NET Core Identity framework,271ed219-bbaf-4cc0-b43f-9b32f166cafa,Online Course,Completed,8/23/2019,8/23/2019,4380,Seconds,1
Set up XBRL reports in Dynamics 365 Business Central,bbd58018-dd25-4186-887c-98511823edde,Online Course,Completed,8/23/2019,8/23/2019,2520,Seconds,1
Windows Quick Tips,LINKEDINLEARNING_51069,Online Course,Completed,8/23/2019,8/23/2019,0,Seconds,1
Building Customer Loyalty,2804060,Online Course,Completed,8/22/2019,8/22/2019,1898,Seconds,1
Customer Service: Call Control Strategies,5043071,Online Course,Completed,8/22/2019,8/22/2019,1362,Seconds,1
First Look: Scratch 3.0,LINKEDINLEARNING_51065,Online Course,Completed,8/22/2019,8/22/2019,0,Seconds,1
iOS 13 First Look for Developers,LINKEDINLEARNING_51079,Online Course,Completed,8/22/2019,8/22/2019,0,Seconds,1
Configure financial reports in Dynamics 365 Business Central,fcb7b1cd-70ac-4fa1-b604-618d206cbaa1,Online Course,Completed,,8/21/2019,3060,Seconds,1
Create budgets in Dynamics 365 Business Central,a39fc8d5-7e16-4f3c-933a-2048b67fa07e,Online Course,Completed,8/21/2019,8/21/2019,3000,Seconds,1
Reconcile bank accounts in Microsoft Dynamics 365 Business Central,701002eb-7c5e-4b5b-9fb9-fa839217fd6c,Online Course,Completed,8/21/2019,8/21/2019,6900,Seconds,1
Use dimensions in your financial reports in Dynamics 365 Business Central,c6773c35-5c2d-4fe8-88e5-896017fa3815,Online Course,Completed,8/21/2019,8/21/2019,1860,Seconds,1
Use the payment reconciliation journal in Dynamics 365 Business Central,265d426e-c8c3-48b9-a08f-37ca7c5cc605,Online Course,Completed,8/21/2019,8/21/2019,1920,Seconds,1
Perform a bank reconciliation in Dynamics 365 Business Central,ac5722a9-eab0-4a19-ae96-29061c90668c,Online Course,Completed,8/20/2019,8/20/2019,2820,Seconds,1
Set up payment reconciliation journals in Dynamics 365 Business Central,4298504a-41f4-438b-b783-9994d8c1d96a,Online Course,Completed,,8/20/2019,2100,Seconds,1
Automotive Industry Hub,18512,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Challenger Choreographies,17772,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Challenger Hub,7736,Website,Completed,8/19/2019,8/19/2019,0,Page,1
Challenger Podcasts,17771,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
ChallengerIRL,17773,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Compete Hub,17750,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Deliver Best-In-Class Demos,2419,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Discover how to create and capture value with AI for citizens,S4153464,Online Course,Completed,8/19/2019,8/19/2019,1188,Seconds,1
Dive deep into industry use cases of AI - Government,S4012330,Online Course,Completed,8/19/2019,8/19/2019,1188,Seconds,1
Education Industry Hub,18514,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Financial Services industry hub,18515,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Gear Up,17018,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Government Industry Hub,18517,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Healthcare Industry Hub,18535,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Industry Fundamentals,18511,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Industry Fundamentals,18513,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Industry Fundamentals,18516,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Industry Fundamentals,18534,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Industry Fundamentals,18536,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Industry Fundamentals,18538,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Industry Fundamentals,18541,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Industry Fundamentals,18542,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
INSEAD Value Negotiation MOOC,18762,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
INSEAD: Value Negotiation Hub,17775,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
LinkedIn Sales Navigator for Generalist and Specialist,S2321670,Online Course,Completed,8/19/2019,8/19/2019,5400,Seconds,1
Manufacturing and Resources Industry Hub,18537,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Media and Communications industry hub,18539,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Microsoft Certified: Azure Data Engineer Associate,15708,LPContent,Completed,8/19/2019,8/19/2019,21600,Seconds,1
Navigating FastTrack and ECIF for Success,S3589913,Online Course,Completed,8/19/2019,8/19/2019,900,Seconds,1
Register for the Be a Microsoft Technical Sales Challenger MOOC,16720,LPContent,Completed,8/19/2019,8/19/2019,300,Seconds,1
Retail and Consumer Goods industry hub,18540,LPContent,Completed,8/19/2019,8/19/2019,0,Seconds,1
Angular: Routing,LINKEDINLEARNING_26136,Online Course,Completed,8/18/2019,8/18/2019,0,Seconds,1
"Counterintuitive Leadership Strategies for a VUCA (Volatile, Uncertain, Complex, Ambiguous) Environment",2806194,Online Course,Completed,8/18/2019,8/18/2019,3469,Seconds,1
Entrepreneurship Foundations,2804653,Online Course,Completed,8/18/2019,8/18/2019,4436,Seconds,1
Ethical Hacking: The Complete Malware Analysis Process,5043083,Online Course,Completed,8/18/2019,8/18/2019,6754,Seconds,1
Google Sheets: Pivot Tables,696323,Online Course,Completed,8/18/2019,8/18/2019,3193,Seconds,1
Google Sheets: Pivot Tables,LINKEDINLEARNING_26404,Online Course,Completed,8/18/2019,8/18/2019,0,Seconds,1
Introduction to Composite Manufacturing,LINKEDINLEARNING_25205,Online Course,Completed,8/18/2019,8/18/2019,0,Seconds,1
Managing Stress (2019),2810626,Online Course,Completed,8/18/2019,8/18/2019,1272,Seconds,1
SharePoint: Mobilizing Workflows with PowerApps,598484,Online Course,Completed,8/18/2019,8/18/2019,3136,Seconds,1
SharePoint: Mobilizing Workflows with PowerApps,LINKEDINLEARNING_19387,Online Course,Completed,8/18/2019,8/18/2019,0,Seconds,1
Tech Simplified: Everyday Tech Questions,5015128,Online Course,Completed,8/18/2019,8/18/2019,2283,Seconds,1
Video Interview Tips,2806192,Online Course,Completed,8/18/2019,8/18/2019,1464,Seconds,1
Animating in 2D: Breakdowns and Thumbnails,677100,Online Course,Completed,8/17/2019,8/17/2019,2687,Seconds,1
Animating in 2D: Breakdowns and Thumbnails,LINKEDINLEARNING_25597,Online Course,Completed,8/17/2019,8/17/2019,0,Seconds,1
Consulting Foundations: Building Your Brand,LINKEDINLEARNING_45093,Online Course,Completed,8/17/2019,8/17/2019,0,Seconds,1
Create and process journal entries in Dynamics 365 Business Central,b888ccee-1fed-4f39-8f9a-85293b2c26df,Online Course,Completed,,8/17/2019,5040,Seconds,1
Introduction to AR with Unreal and Xcode for Developers,LINKEDINLEARNING_26128,Online Course,Completed,8/17/2019,8/17/2019,0,Seconds,1
Learning SAP Fiori: End User,2802025,Online Course,Completed,8/17/2019,8/17/2019,2406,Seconds,1
Post periodic journal entries in Dynamics 365 Business Central,9f6cee09-40e7-458f-ba69-3465def6f139,Online Course,Completed,8/17/2019,8/17/2019,3720,Seconds,1
Project Management: Preventing Scope Creep,724785,Online Course,Completed,8/17/2019,8/17/2019,2025,Seconds,1
Project Management: Preventing Scope Creep,LINKEDINLEARNING_37059,Online Course,Completed,8/17/2019,8/17/2019,0,Seconds,1
Use journals in Microsoft Dynamics 365 Business Central,0d28b03d-1614-4e54-8ef0-4764a0cab4b1,Online Course,Completed,8/17/2019,8/17/2019,12900,Seconds,1
Body Language and Women at Work,LINKEDINLEARNING_26427,Online Course,Completed,8/15/2019,8/15/2019,0,Seconds,1
Human Resources: Understanding HR Systems Features and Benefits,639057,Online Course,Completed,8/15/2019,8/15/2019,2973,Seconds,1
Human Resources: Understanding HR Systems Features and Benefits,LINKEDINLEARNING_25200,Online Course,Completed,8/15/2019,8/15/2019,0,Seconds,1
Interview Master Class,LINKEDINLEARNING_29022,Online Course,Completed,8/15/2019,8/15/2019,0,Seconds,1
Proven Tips for Managing Your Time,2813145,Online Course,Completed,8/15/2019,8/15/2019,962,Seconds,1
Set up dimensions in Dynamics 365 Business Central,c6ebed12-9815-46ce-b40d-d614c0396339,Online Course,Completed,8/15/2019,8/15/2019,4740,Seconds,1
Set up general journal templates in Dynamics 365 Business Central,b3df25f6-0d3d-45b1-8783-2e78a2555739,Online Course,Completed,8/15/2019,8/15/2019,1740,Seconds,1
Transitioning to Product Management,704125,Online Course,Completed,8/15/2019,8/15/2019,2291,Seconds,1
Transitioning to Product Management,LINKEDINLEARNING_38079,Online Course,Completed,,8/15/2019,0,Seconds,1
Transitioning to Product Management,LINKEDINLEARNING_38079,Online Course,Completed,8/15/2019,8/15/2019,0,Seconds,1
Allyship in Practice,S4719973,Online Course,CompletedByAlternative,8/13/2019,8/14/2019,3600,Seconds,1
D&I for CO+I,6961,LearningPath,Completed,8/14/2019,8/14/2019,0,Seconds,1
Introduction to Allyship at Microsoft,S3904211,Online Course,CompletedByAlternative,8/14/2019,8/14/2019,1512,Seconds,1
Introduction to Covering at Microsoft,S3904053,Online Course,CompletedByAlternative,8/14/2019,8/14/2019,1512,Seconds,2
Set up the chart of accounts in Dynamics 365 Business Central,55dd8e1f-43f8-4a2a-b87f-8ac041068549,Online Course,Completed,,8/14/2019,2760,Seconds,1
Introduction to Microsoft Relationship Sales Solution (MRSs) value proposition for your clients,d2d03a43-57e1-4707-9f85-e1266d88777e,Online Course,Completed,8/13/2019,8/13/2019,1200,Seconds,1
Understanding Annual Rewards at Microsoft,S4876183,Online Course,Completed,8/12/2019,8/12/2019,1800,Seconds,1
Asking Great Sales Questions,5035799,Online Course,Completed,8/11/2019,8/11/2019,3021,Seconds,1
Customer Insights and Consumer Analytics for Organizations: Tools and Analysis,5035822,Online Course,Completed,8/11/2019,8/11/2019,4090,Seconds,1
DevOps Foundations: Chaos Engineering,5028636,Online Course,Completed,8/11/2019,8/11/2019,2202,Seconds,1
Git for System Administration,2211319,Online Course,Completed,8/10/2019,8/10/2019,6374,Seconds,1
Set up posting groups in Dynamics 365 Business Central,9f8334c5-2170-4d86-bdb9-3d9616c077c9,Online Course,Completed,8/10/2019,8/10/2019,3360,Seconds,1
Graphic Design Careers: First Steps,2212265,Online Course,Completed,8/9/2019,8/9/2019,1251,Seconds,1
Set up number series and trail codes in Dynamics 365 Business Central,912102e6-45fa-4139-9c3f-1129274a3eb0,Online Course,Completed,8/9/2019,8/9/2019,3000,Seconds,1
Introduction to Quantum Computing,5034171,Online Course,Completed,8/8/2019,8/8/2019,5099,Seconds,1
Tips for Writing Business Emails,2806193,Online Course,Completed,8/8/2019,8/8/2019,2132,Seconds,1
Model data in Power BI,d8dcb5ca-033a-46a7-a582-60f667333cd3,Online Course,Completed,8/7/2019,8/7/2019,4020,Seconds,1
Protect your on-premises infrastructure from disasters with Azure Site Recovery,9ff0a4de-990e-44a7-b085-a6b7cb0d3aac,Online Course,Completed,8/7/2019,8/7/2019,1980,Seconds,1
Publish and share in Power BI,d367c2db-93e1-4533-997f-f941ec6ce7ae,Online Course,Completed,8/7/2019,8/7/2019,3840,Seconds,1
Use visuals in Power BI,4bb9969f-9191-4f8b-8345-e6c1f9c11e06,Online Course,Completed,8/7/2019,8/7/2019,4560,Seconds,1
DevOps Foundations: Incident Management,5038209,Online Course,Completed,8/6/2019,8/6/2019,3590,Seconds,1
Gaining Skills with LinkedIn Learning,LINKEDINLEARNING_16024,Online Course,Completed,8/6/2019,8/6/2019,0,Seconds,1
Get data with Power BI Desktop,e45bc75a-7f76-4405-916a-88bb0f139990,Online Course,Completed,8/6/2019,8/6/2019,4500,Seconds,1
Listening to Customers,LINKEDINLEARNING_25431,Online Course,Completed,8/6/2019,8/6/2019,0,Seconds,1
Start a Business Online,716046,Online Course,Completed,8/6/2019,8/6/2019,1820,Seconds,1
Start a Business Online,LINKEDINLEARNING_29053,Online Course,Completed,8/6/2019,8/6/2019,0,Seconds,1
AWS for Developers: DynamoDB,2700206,Online Course,Completed,8/4/2019,8/4/2019,5182,Seconds,1
AWS for Developers: DynamoDB,LINKEDINLEARNING_51064,Online Course,Completed,8/4/2019,8/4/2019,0,Seconds,1
External Staff Training,45006,Online Course,Completed,8/4/2019,8/4/2019,3600,Seconds,1
Skills for Inclusive Conversations,5025098,Online Course,Completed,8/4/2019,8/4/2019,3191,Seconds,1
Unlock Your Team's Creativity,2807856,Online Course,Completed,8/4/2019,8/4/2019,2398,Seconds,1
Unlock Your Team's Creativity,LINKEDINLEARNING_51087,Online Course,Completed,8/4/2019,8/4/2019,0,Seconds,1
Creating a Program Strategy,2800329,Online Course,Completed,8/3/2019,8/3/2019,2717,Seconds,1
Boosting Your Team's Productivity,647657,Online Course,Completed,8/2/2019,8/2/2019,2348,Seconds,1
Boosting Your Team's Productivity,LINKEDINLEARNING_26387,Online Course,Completed,8/2/2019,8/2/2019,0,Seconds,1
Business Ethics,2801187,Online Course,Completed,8/2/2019,8/2/2019,3129,Seconds,1
Explore data in Power BI,5a2858a6-db18-4290-9abf-65ef1b81802f,Online Course,Completed,8/2/2019,8/2/2019,3180,Seconds,1
Interaction Design: Structure,2809363,Online Course,Completed,8/2/2019,8/2/2019,2454,Seconds,1
Introduction to Geometric Dimensioning and Tolerancing,748574,Online Course,Completed,8/2/2019,8/2/2019,2585,Seconds,1
Introduction to Geometric Dimensioning and Tolerancing,LINKEDINLEARNING_38141,Online Course,Completed,8/2/2019,8/2/2019,0,Seconds,1
Selling to the C-Suite,5016699,Online Course,Completed,8/2/2019,8/2/2019,3838,Seconds,1
Social Success at Work,2813144,Online Course,Completed,8/2/2019,8/2/2019,1113,Seconds,1
Software Testing: Tools,5028635,Online Course,Completed,8/2/2019,8/2/2019,3534,Seconds,1
Word Tips and Tricks,LINKEDINLEARNING_40051,Online Course,Completed,8/2/2019,8/2/2019,0,Seconds,1
Aaron Dignan on Transformational Change,2811712,Online Course,Completed,8/1/2019,8/1/2019,1134,Seconds,1
Activity-Based Costing,5005044,Online Course,Completed,8/1/2019,8/1/2019,3468,Seconds,1
Activity-Based Costing,LINKEDINLEARNING_51096,Online Course,Completed,,8/1/2019,0,Seconds,1
Activity-Based Costing,LINKEDINLEARNING_51096,Online Course,Completed,8/1/2019,8/1/2019,0,Seconds,1
Assess and convert SQL Server databases using the Data Migration Assistant (DMA),a429add4-c351-4bc5-a241-08df822c23a1,Online Course,Completed,8/1/2019,8/1/2019,2520,Seconds,1
Automatically tune SQL Server on Linux,e2614336-3727-4d83-8cd3-0ce252835b38,Online Course,Completed,8/1/2019,8/1/2019,2160,Seconds,1
Build applications with Azure DevOps,07ff50c9-7da3-40d6-8107-6f8492bb4117,Online Course,Completed,8/1/2019,8/1/2019,8520,Seconds,1
C# Refactoring Tips and Tricks,612186,Online Course,Completed,8/1/2019,8/1/2019,2585,Seconds,1
C# Refactoring Tips and Tricks,LINKEDINLEARNING_26283,Online Course,Completed,8/1/2019,8/1/2019,0,Seconds,1
"Create relationships, business rules, calculations, and rollups in Dataverse",debd55ee-f2b4-49f6-b366-30d86d0bfc3f,Online Course,Completed,8/1/2019,8/1/2019,8580,Seconds,1
Deploy SQL Server on Linux,84dddbb2-ac88-42db-a659-84839e69e935,Online Course,Completed,,8/1/2019,4680,Seconds,1
Diagnose startup errors in your application by using the Kudu console,8da1b519-235e-4e1a-b877-53e029eb011f,Online Course,Completed,8/1/2019,8/1/2019,2220,Seconds,1
Host your own build agent in Azure Pipelines,e923fe5f-a5c5-4a5c-8d08-2255d296155b,Online Course,Completed,8/1/2019,8/1/2019,3540,Seconds,1
Human-Centered Leadership,2806197,Online Course,Completed,8/1/2019,8/1/2019,1644,Seconds,1
Introduction to SQL Server on Linux,f0003f48-5cc5-4966-9192-48df90529566,Online Course,Completed,8/1/2019,8/1/2019,1560,Seconds,1
Introduction to upgrading SQL Server,05596fc5-8b16-4f48-9672-7855d32ec9fc,Online Course,Completed,8/1/2019,8/1/2019,2280,Seconds,1
Manage permissions and administration for Dataverse,07995606-d417-4b11-8133-86f0c096f5db,Online Course,Completed,8/1/2019,8/1/2019,9540,Seconds,1
